id,type,address,neighborhood
DPW1304617,Block Party Permit,"93 S 24TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1304598,Block Party Permit,"7906 FRANKSTOWN AVE, PITTSBURGH, PA, 15221",East Hills
DPW1304575,Block Party Permit,"4537 CHATSWORTH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1304565,Block Party Permit,"731 EXCELSIOR ST, PITTSBURGH, PA, 15210",Allentown
DPW1304522,Block Party Permit,"3105 ALLENDALE ST, PITTSBURGH, PA, 15204",Sheraden
DPW1304488,Block Party Permit,"325 RAYMOND ST, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1304431,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1304423,Block Party Permit,"2 ROBERTS ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1304427,Block Party Permit,"4900 HATFIELD ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1304371,Block Party Permit,"2041 LAUTNER ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1304372,Block Party Permit,"1426 MORNINGSIDE AVE, PITTSBURGH, PA, 15206",Morningside
DPW1304353,Block Party Permit,"141 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1304357,Block Party Permit,"1205 DICKSON ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1304334,Block Party Permit,"1641 BELTRAM AVE, PITTSBURGH, PA, 15226",Brookline
DPW1304338,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1304340,Block Party Permit,"117 SANFORD ST, PITTSBURGH, PA, 15204",Esplen
DPW1304343,Block Party Permit,"99 ROYAL ST, PITTSBURGH, PA, 15212",Spring Hill-City View
DPW1304316,Block Party Permit,"6311 DEAN ST, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1304317,Block Party Permit,"508 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1304318,Block Party Permit,"508 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1304320,Block Party Permit,"3101 ASHLYN ST, PITTSBURGH, PA, 15204",Sheraden
DPW1304322,Block Party Permit,"611 N HOMEWOOD AVE, PITTSBURGH, PA, 15208",Homewood South
DPW1304165,Block Party Permit,"8214 BRICELYN ST, PITTSBURGH, PA, 15221",East Hills
DPW1304241,Block Party Permit,"856 CALIFORNIA AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1304190,Block Party Permit,"6620 RIDGEVILLE ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1304171,Block Party Permit,"3013 BERGMAN ST, PITTSBURGH, PA, 15204",Sheraden
DPW1304153,Block Party Permit,"2628 KENN ST, PITTSBURGH, PA, 15214",Perry South
DPW1304155,Block Party Permit,"2010 STONELEA ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1304163,Block Party Permit,"416 CATOMA ST, PITTSBURGH, PA, 15212",Fineview
DPW1304148,Block Party Permit,"418 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1304115,Block Party Permit,"203 CHESBRO ST, PITTSBURGH, PA, 15212",North Shore
DPW1304065,Block Party Permit,"147 WINSLOW ST, PITTSBURGH, PA, 15206",Larimer
DPW1304070,Block Party Permit,"226 LURAY ST, PITTSBURGH, PA, 15214",Perry South
DPW1303971,Block Party Permit,"1843 FAIRLAND ST, PITTSBURGH, PA, 15210",Carrick
DPW1303959,Block Party Permit,"0 DECATUR ST, PITTSBURGH, PA, 15233",Manchester
DPW1303939,Block Party Permit,"100 E JEFFERSON ST, PITTSBURGH, PA, 15212",Central Northside
DPW1303918,Block Party Permit,"6501 SHETLAND AVE, PITTSBURGH, PA, 15206",Larimer
DPW1303920,Block Party Permit,"1236 MALVERN AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1303895,Block Party Permit,"831 N SHERIDAN AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1303850,Block Party Permit,"212 W ELIZABETH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1303778,Block Party Permit,"1048 N WHEELER ST, PITTSBURGH, PA, 15208",Homewood North
DPW1303779,Block Party Permit,"1048 N WHEELER ST, PITTSBURGH, PA, 15208",Homewood North
DPW1303765,Block Party Permit,"1108 SUCCESS ST, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1303693,Block Party Permit,"5324 POCUSSET ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1303703,Block Party Permit,"721 COPELAND ST, PITTSBURGH, PA, 15232",Shadyside
DPW1303684,Block Party Permit,"6611 JACKSON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1303658,Block Party Permit,"0 MONTEREY ST, PITTSBURGH, PA, 15212",
DPW1303645,Block Party Permit,"225 SYLVANIA AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1303622,Block Party Permit,"703 MARYLAND AVE, PITTSBURGH, PA, 15232",Shadyside
DPW1303626,Block Party Permit,"1035 DOWNLOOK ST, PITTSBURGH, PA, 15201",Stanton Heights
DPW1303630,Block Party Permit,"325 DINWIDDIE ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1303607,Block Party Permit,"207 N WINEBIDDLE ST, PITTSBURGH, PA, 15224",Garfield
DPW1303573,Block Party Permit,"3111 W CARSON ST, PITTSBURGH, PA, 15204",Esplen
DPW1303574,Block Party Permit,"2701 CENTRE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1303557,Block Party Permit,"1251 LIVERPOOL ST, PITTSBURGH, PA, 15233",Manchester
DPW1303567,Block Party Permit,"1 CALIFORNIA AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1303568,Block Party Permit,"1 CALIFORNIA AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1303569,Block Party Permit,"1 CALIFORNIA AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1303570,Block Party Permit,"1 CALIFORNIA AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1303531,Block Party Permit,"6032 STEVENSON PL, PITTSBURGH, PA, 15206",Shadyside
DPW1303514,Block Party Permit,"118 CARVER ST, PITTSBURGH, PA, 15206",Larimer
DPW1303521,Block Party Permit,"1122 N MURTLAND ST, PITTSBURGH, PA, 15208",Homewood North
DPW1303528,Block Party Permit,"5020 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1303504,Block Party Permit,"1117 PORTLAND ST, PITTSBURGH, PA, 15206",Highland Park
DPW1303451,Block Party Permit,"2337 REED ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1303422,Block Party Permit,"906 MILTON ST, PITTSBURGH, PA, 15218",Regent Square
DPW1303424,Block Party Permit,"1226 PALO ALTO ST, PITTSBURGH, PA, 15212",Central Northside
DPW1303396,Block Party Permit,"110 WHITFIELD ST, PITTSBURGH, PA, 15213",East Liberty
DPW1303371,Block Party Permit,"0 BIDWELL ST, PITTSBURGH, PA, 15233",Manchester
DPW1303381,Block Party Permit,"271 PAULSON AVE, PITTSBURGH, PA, 15206",Larimer
DPW1303269,Block Party Permit,"505 S MURTLAND ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1303270,Block Party Permit,"828 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1303260,Block Party Permit,"6536 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1303181,Block Party Permit,"6955 WILLARD ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1303067,Block Party Permit,"61 LAFFERTY AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1303000,Block Party Permit,"3235 WARD ST, PITTSBURGH, PA, 15213",South Oakland
DPW1302918,Block Party Permit,"2113 CROSSMAN ST, PITTSBURGH, PA, 15203",South Side Slopes
DPW1302909,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1302910,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1302863,Block Party Permit,"250 EMERSON ST, PITTSBURGH, PA, 15206",Shadyside
DPW1302587,Block Party Permit,"5327 MCCANDLESS AVE, PITTSBURGH, PA, 15201",Stanton Heights
DPW1302592,Block Party Permit,"2225 BEDFORD AVE, PITTSBURGH, PA, 15219",Bedford Dwellings
DPW1302566,Block Party Permit,"559 LENORA ST, PITTSBURGH, PA, 15206",Larimer
DPW1302567,Block Party Permit,"256 CARRINGTON ST, PITTSBURGH, PA, 15212",Central Northside
DPW1302018,Block Party Permit,"0 DAVISON ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1302006,Block Party Permit,"5330 KINCAID ST, PITTSBURGH, PA, 15224",Garfield
DPW1301959,Block Party Permit,"60 S 18TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1301929,Block Party Permit,"4919 GERTRUDE ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1301848,Block Party Permit,"5615 WILKINS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1301776,Block Party Permit,"7219 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1301777,Block Party Permit,"632 CHESTER AVE, PITTSBURGH, PA, 15214",Perry South
DPW1301434,Block Party Permit,"862 PROGRESS ST, PITTSBURGH, PA, 15212",North Shore
DPW1300972,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1208615,Block Party Permit,"7310 FRANKSTOWN AVE, PITTSBURGH, PA, 15208",Homewood South
DPW1208586,Block Party Permit,"1529 GARFIELD AVE, PITTSBURGH, PA, 15212",Central Northside
DPW1208542,Block Party Permit,"0 CAREY WAY, PITTSBURGH, PA, 15203",South Side Flats
DPW1208211,Block Party Permit,"825 GEARING AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1205984,Block Party Permit,"838 N LINCOLN AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1207676,Block Party Permit,"250 N HIGHLAND AVE, PITTSBURGH, PA, 15206",East Liberty
DPW1207438,Block Party Permit,"418 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1207395,Block Party Permit,"5412 BROAD ST, PITTSBURGH, PA, 15206",Garfield
DPW1206958,Block Party Permit,"1208 FORTUNA AVE, PITTSBURGH, PA, 15226",Brookline
DPW1206959,Block Party Permit,"100 W NORTH AVE, PITTSBURGH, PA, 15212",Central Northside
DPW1206908,Block Party Permit,"407 GEARING AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1206849,Block Party Permit,"227 S SAINT CLAIR ST, PITTSBURGH, PA, 15206",East Liberty
DPW1206784,Block Party Permit,"0 ALGER ST, PITTSBURGH, PA, 15207",Greenfield
DPW1206686,Block Party Permit,"203 CARNEGIE PL, PITTSBURGH, PA, 15208",Point Breeze
DPW1206764,Block Party Permit,"2432 HAYSON AVE, PITTSBURGH, PA, 15220",Banksville
DPW1206743,Block Party Permit,"2106 FOX WAY, PITTSBURGH, PA, 15203",South Side Flats
DPW1206754,Block Party Permit,"600 52ND ST, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1206732,Block Party Permit,"937 LACLAIR ST, PITTSBURGH, PA, 15218",Regent Square
DPW1206733,Block Party Permit,", PITTSBURGH, PA",
DPW1206734,Block Party Permit,", PITTSBURGH, PA",
DPW1206579,Block Party Permit,"7114 CARD LN, PITTSBURGH, PA, 15208",Point Breeze
DPW1206510,Block Party Permit,"5922 ELWOOD ST, PITTSBURGH, PA, 15232",Shadyside
DPW1206481,Block Party Permit,"532 PAULSON AVE, PITTSBURGH, PA, 15206",Larimer
DPW1206484,Block Party Permit,"0 RICHLAND ST, PITTSBURGH, PA, 15208",Homewood South
DPW1206442,Block Party Permit,"1344 DENNISTON ST, PITTSBURGH, PA, 15217",Point Breeze
DPW1206434,Block Party Permit,"519 CHALFONT ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1206408,Block Party Permit,"0 GLADEFIELD ST, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1206303,Block Party Permit,"1147 KING AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1206265,Block Party Permit,"118 RICHEY AVE, PITTSBURGH, PA, 15214",Perry North
DPW1206256,Block Party Permit,"6371 BURCHFIELD AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1206248,Block Party Permit,"2127 PENN ST, PITTSBURGH, PA, 15222",Strip District
DPW1206249,Block Party Permit,"2127 PENN ST, PITTSBURGH, PA, 15222",Strip District
DPW1206209,Block Party Permit,"0 LOWRIE ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1206149,Block Party Permit,"325 DINWIDDIE ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1206127,Block Party Permit,"201 MICHIGAN ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1206130,Block Party Permit,"415 STRATTON LN, PITTSBURGH, PA, 15206",Shadyside
DPW1206088,Block Party Permit,"7302 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1206092,Block Party Permit,"209 DUNSEITH ST, PITTSBURGH, PA, 15213",West Oakland
DPW1206046,Block Party Permit,"8214 BRICELYN ST, PITTSBURGH, PA, 15221",East Hills
DPW1206020,Block Party Permit,"7082 LEMINGTON AVE, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1206022,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1206029,Block Party Permit,"6609 KINSMAN RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1206033,Block Party Permit,"923 MILTON ST, PITTSBURGH, PA, 15218",Regent Square
DPW1206037,Block Party Permit,"5747 WOODMONT ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205990,Block Party Permit,"2195 LYNNBROOK AVE, PITTSBURGH, PA, 15226",Brookline
DPW1205983,Block Party Permit,"3104 NORWOOD AVE, PITTSBURGH, PA, 15214",Perry North
DPW1205988,Block Party Permit,"5854 SOLWAY ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205959,Block Party Permit,"272 ANITA AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1205866,Block Party Permit,"3013 BERGMAN ST, PITTSBURGH, PA, 15204",Sheraden
DPW1205880,Block Party Permit,"623 BRUSHTON AVE, PITTSBURGH, PA, 15208",Homewood South
DPW1205862,Block Party Permit,"201 ELYSIAN ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1205871,Block Party Permit,"2880 FERNWALD RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1205857,Block Party Permit,"5806 BLACK ST, PITTSBURGH, PA, 15206",East Liberty
DPW1205805,Block Party Permit,"1244 WOODBOURNE AVE, PITTSBURGH, PA, 15226",Brookline
DPW1205807,Block Party Permit,"7114 MEADE ST, PITTSBURGH, PA, 15208",Point Breeze North
DPW1205784,Block Party Permit,"1133 OLIVIA ST, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1205772,Block Party Permit,"600 FORELAND ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1205761,Block Party Permit,"5422 KINCAID ST, PITTSBURGH, PA, 15206",Garfield
DPW1205768,Block Party Permit,"7146 IDLEWILD ST, PITTSBURGH, PA, 15208",Homewood North
DPW1205706,Block Party Permit,"5547 BEVERLY PL, PITTSBURGH, PA, 15206",Highland Park
DPW1205738,Block Party Permit,"303 WALTER ST, PITTSBURGH, PA, 15210",Allentown
DPW1205742,Block Party Permit,"0 CLIMAX ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1205744,Block Party Permit,"0 RICHLAND ST, PITTSBURGH, PA, 15208",Homewood South
DPW1205725,Block Party Permit,"921 WELLESLEY RD, PITTSBURGH, PA, 15206",Highland Park
DPW1101923,Block Party Permit,228050,
DPW1205703,Block Party Permit,"4151 WINDSOR ST, PITTSBURGH, PA, 15217",Greenfield
DPW1205662,Block Party Permit,"1422 SEVERN ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205633,Block Party Permit,"1911 WYLIE AVE, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1205621,Block Party Permit,"4769 CYPRESS ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1205568,Block Party Permit,"6411 JACKSON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1205629,Block Party Permit,"4814 BLACKBERRY WAY, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1205630,Block Party Permit,"127 42ND ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1205598,Block Party Permit,"1341 ADAMS ST, PITTSBURGH, PA, 15233",Manchester
DPW1205501,Block Party Permit,"4314 MAIN ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1205502,Block Party Permit,"4314 MAIN ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1205506,Block Party Permit,"5473 FAIR OAKS ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205469,Block Party Permit,"731 EXCELSIOR ST, PITTSBURGH, PA, 15210",Allentown
DPW1205497,Block Party Permit,"830 MELLON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1205462,Block Party Permit,"1111 MORNINGSIDE AVE, PITTSBURGH, PA, 15206",Morningside
DPW1205367,Block Party Permit,"1347 SQUIRREL HILL AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205325,Block Party Permit,"1800 NIGGEL ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1205328,Block Party Permit,"2713 SARAH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1205313,Block Party Permit,"7344 MONTICELLO ST, PITTSBURGH, PA, 15208",Homewood North
DPW1205260,Block Party Permit,"5411 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205263,Block Party Permit,"3546 CAMPUS ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1205219,Block Party Permit,"508 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1205218,Block Party Permit,"6530 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1205104,Block Party Permit,"6115 CALLERY ST, PITTSBURGH, PA, 15206",Highland Park
DPW1205105,Block Party Permit,"4537 CHATSWORTH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1205071,Block Party Permit,"614 SUISMON ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1205044,Block Party Permit,"1600 VILLANOVA RD, PITTSBURGH, PA, 15206",Morningside
DPW1204890,Block Party Permit,"0 HERMITAGE ST, PITTSBURGH, PA, 15208",Homewood West
DPW1204891,Block Party Permit,"612 WATT ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1204877,Block Party Permit,"6444 MONITOR ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1204763,Block Party Permit,"725 N BEATTY ST, PITTSBURGH, PA, 15206",East Liberty
DPW1204727,Block Party Permit,"3280 ORLEANS ST, PITTSBURGH, PA, 15214",Perry North
DPW1204641,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1204655,Block Party Permit,"232 S PACIFIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1204616,Block Party Permit,"3107 HAMLET ST, PITTSBURGH, PA, 15213",South Oakland
DPW1204596,Block Party Permit,"2315 WYLIE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1204578,Block Party Permit,"5523 WALNUT ST, PITTSBURGH, PA, 15232",Shadyside
DPW1204584,Block Party Permit,"4900 HATFIELD ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1204586,Block Party Permit,"5530 HOWE ST, PITTSBURGH, PA, 15232",Shadyside
DPW1204577,Block Party Permit,"1641 BELTRAM AVE, PITTSBURGH, PA, 15226",Brookline
DPW1204543,Block Party Permit,"WINDERMERE, PITTSBURGH, PA",
DPW1204524,Block Party Permit,"179 ROBINSON ST, PITTSBURGH, PA, 15213",West Oakland
DPW1204533,Block Party Permit,"1116 MORRISON AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1204532,Block Party Permit,"325 RAYMOND ST, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1204521,Block Party Permit,"2340 LAPLACE ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1204522,Block Party Permit,"0 SOHO ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1204502,Block Party Permit,"5111 GLENHURST RD, PITTSBURGH, PA, 15207",Lincoln Place
DPW1204515,Block Party Permit,"2434 EILER AVE, PITTSBURGH, PA, 15210",Carrick
DPW1204498,Block Party Permit,"6483 JACKSON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1204497,Block Party Permit,"6483 JACKSON, PITTSBURGH, PA",Highland Park
DPW1204463,Block Party Permit,"513 CEDARHURST ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1204470,Block Party Permit,"8149 CONEMAUGH ST, PITTSBURGH, PA, 15221",East Hills
DPW1204420,Block Party Permit,"137 ZARA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1204403,Block Party Permit,"5533 AVONDALE PL, PITTSBURGH, PA, 15206",Highland Park
DPW1204427,Block Party Permit,"821 SUISMON ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1204410,Block Party Permit,"405 1/2 W ELIZABETH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1204411,Block Party Permit,"212 W ELIZABETH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1204414,Block Party Permit,"141 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1204416,Block Party Permit,"828 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1204401,Block Party Permit,"3517 FRAZIER ST, PITTSBURGH, PA, 15213",South Oakland
DPW1204380,Block Party Permit,"2113 CROSSMAN ST, PITTSBURGH, PA, 15203",South Side Slopes
DPW1204368,Block Party Permit,"604 SEAGIRT ST, PITTSBURGH, PA, 15221",East Hills
DPW1204369,Block Party Permit,"2812 SHELLY ST, PITTSBURGH, PA, 15203",South Side Slopes
DPW1204352,Block Party Permit,"122 INDUSTRY ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1204357,Block Party Permit,"5617 HAYS ST, PITTSBURGH, PA, 15206",East Liberty
DPW1204331,Block Party Permit,"117 SANFORD ST, PITTSBURGH, PA, 15204",Esplen
DPW1204317,Block Party Permit,"416 CATOMA ST, PITTSBURGH, PA, 15212",Fineview
DPW1204295,Block Party Permit,"826 PERALTA ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1204296,Block Party Permit,"6501 SHETLAND AVE, PITTSBURGH, PA, 15206",Larimer
DPW1204258,Block Party Permit,"5324 POCUSSET ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1204245,Block Party Permit,"2138 HAZELDELL ST, PITTSBURGH, PA, 15210",Carrick
DPW1204211,Block Party Permit,"335 HALE ST, PITTSBURGH, PA, 15208",Homewood South
DPW1204254,Block Party Permit,"3853 OSWEGO ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1204218,Block Party Permit,"2041 LAUTNER ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1204216,Block Party Permit,"1240 RESACA PL, PITTSBURGH, PA, 15212",Central Northside
DPW1204140,Block Party Permit,"5408 KINCAID ST, PITTSBURGH, PA, 15206",Garfield
DPW1204114,Block Party Permit,"418 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1204095,Block Party Permit,"3940 COLEMAN ST, PITTSBURGH, PA, 15207",Greenfield
DPW1204058,Block Party Permit,"3824 HOWLEY ST, PITTSBURGH, PA, 15201",Lower Lawrenceville
DPW1204029,Block Party Permit,"127 S ATLANTIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1204032,Block Party Permit,"2119 WALTON AVE, PITTSBURGH, PA, 15210",Overbrook
DPW1204024,Block Party Permit,"825 N BRADDOCK AVE, PITTSBURGH, PA, 15208",Homewood South
DPW1204003,Block Party Permit,"3854 BAYTREE ST, PITTSBURGH, PA, 15214",Perry North
DPW1204004,Block Party Permit,"0 DECATUR ST, PITTSBURGH, PA, 15233",Manchester
DPW1204005,Block Party Permit,"7302 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1203996,Block Party Permit,"5020 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1203962,Block Party Permit,"2957 STAFFORD ST, PITTSBURGH, PA, 15204",Sheraden
DPW1203963,Block Party Permit,"2628 KENN ST, PITTSBURGH, PA, 15214",Perry South
DPW1203952,Block Party Permit,"216 MAYFLOWER ST, PITTSBURGH, PA, 15206",Larimer
DPW1203937,Block Party Permit,"0 MONTEREY ST, PITTSBURGH, PA, 15212",
DPW1203815,Block Party Permit,"1236 MALVERN AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1203778,Block Party Permit,"1500 MONTEREY ST, PITTSBURGH, PA, 15212",Central Northside
DPW1203781,Block Party Permit,"808 N LANG AVE, PITTSBURGH, PA, 15208",Homewood South
DPW1203771,Block Party Permit,"1220 THELMA ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1203706,Block Party Permit,"5169 CORAL ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1203708,Block Party Permit,"632 CHESTER AVE, PITTSBURGH, PA, 15214",Perry South
DPW1203713,Block Party Permit,"7319 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1203694,Block Party Permit,"1521 BIDWELL ST, PITTSBURGH, PA, 15233",Manchester
DPW1203675,Block Party Permit,"508 BORLAND ST, PITTSBURGH, PA, 15206",East Liberty
DPW1203649,Block Party Permit,"4089 CABINET ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1203652,Block Party Permit,"43 PAUL ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1203634,Block Party Permit,"2337 REED ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1203629,Block Party Permit,"1322 STEM ST, PITTSBURGH, PA, 15220",Elliott
DPW1203613,Block Party Permit,"1108 SUCCESS ST, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1203419,Block Party Permit,"618 LOYAL WAY, PITTSBURGH, PA, 15210",Allentown
DPW1203427,Block Party Permit,"6311 DEAN ST, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1203385,Block Party Permit,"911 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1203363,Block Party Permit,"853 PERALTA ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1203339,Block Party Permit,"7138 CHURCHLAND ST, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1203329,Block Party Permit,"207 N WINEBIDDLE ST, PITTSBURGH, PA, 15224",Garfield
DPW1203298,Block Party Permit,"1447 SANDUSKY ST, PITTSBURGH, PA, 15212",Central Northside
DPW1203301,Block Party Permit,"82 LAFFERTY AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1203267,Block Party Permit,"6955 WILLARD ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1203268,Block Party Permit,"61 LAFFERTY AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1203249,Block Party Permit,"1117 PORTLAND ST, PITTSBURGH, PA, 15206",Highland Park
DPW1203138,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1203177,Block Party Permit,"0 RICHLAND ST, PITTSBURGH, PA, 15208",Homewood South
DPW1203178,Block Party Permit,"1737 MCCULLOUGH ST, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1203155,Block Party Permit,"505 S MURTLAND ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1203137,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
